id,lat,long,zone,date,CO
8,18.74007871834797,98.94447493987954,urban,2024-04-03,0.07273450457978373
9,18.723065258432655,98.94447493075144,urban,2024-04-03,0.0689138248727054
10,18.83362866444315,98.96003473115987,urban,2024-04-03,NA
11,18.816623631248998,98.96003473117173,urban,2024-04-03,0.07707225490082738
12,18.799616617653914,98.96003474023692,urban,2024-04-03,0.07707225498369624
13,18.7826076136698,98.96003473112485,urban,2024-04-03,0.07707225529070483
14,18.76559810565482,98.96003473107459,urban,2024-04-03,0.07707225531338825
15,18.748584661185397,98.96003473109663,urban,2024-04-03,0.07411227101979119
16,18.731571231481407,98.96003473112006,urban,2024-04-03,0.0689974572988059
17,18.84213017229777,98.97559378002752,urban,2024-04-03,NA
18,18.82512516247161,98.9755937800094,urban,2024-04-03,NA
19,18.808118649028923,98.97559378000697,urban,2024-04-03,0.07707225777357435
20,18.791111130814,98.97559377086888,urban,2024-04-03,0.07707225446665766
21,18.774102133565243,98.97559378912425,urban,2024-04-03,0.07707225432733407
22,18.75709067921216,98.97559378001435,urban,2024-04-03,0.07535661101020553
23,18.740078723392486,98.97559377995805,urban,2024-04-03,0.06913100687622185
24,18.723065253201693,98.97559377995931,urban,2024-04-03,0.06891382486080536
25,18.816623633573617,98.99115280259166,urban,2024-04-03,NA
26,18.799616630104307,98.99115281170437,urban,2024-04-03,NA
27,18.782607636523494,98.9911528025845,urban,2024-04-03,0.07707225355752807
28,18.765598139329224,98.99115280251972,urban,2024-04-03,0.07707225409051659
29,18.791111125802086,99.00671258026475,urban,2024-04-03,NA
30,18.774102141283294,99.00671259850732,urban,2024-04-03,NA
1,18.74007870120448,98.91335808785006,urban,2024-04-04,0.06944890296522266
2,18.76559811840203,98.92891589958906,urban,2024-04-04,0.07083082199099026
3,18.7485846663651,98.9289158995633,urban,2024-04-04,0.06959286504413954
4,18.731571228912202,98.92891589956444,urban,2024-04-04,0.06770960473668039
5,18.791111128265864,98.94447493992463,urban,2024-04-04,0.0708308216932212
6,18.77410214222722,98.94447494902433,urban,2024-04-04,0.07083082199097247
7,18.757090678745303,98.94447493990828,urban,2024-04-04,0.06989623706725831
8,18.74007871834797,98.94447493987954,urban,2024-04-04,0.06773559217486447
9,18.723065258432655,98.94447493075144,urban,2024-04-04,0.06768184155225998
10,18.83362866444315,98.96003473115987,urban,2024-04-04,0.07083082362446586
11,18.816623631248998,98.96003473117173,urban,2024-04-04,0.07083082296460243
12,18.799616617653914,98.96003474023692,urban,2024-04-04,0.0708308223273585
13,18.7826076136698,98.96003473112485,urban,2024-04-04,0.07083082199094984
14,18.76559810565482,98.96003473107459,urban,2024-04-04,0.0701242766107316
15,18.748584661185397,98.96003473109663,urban,2024-04-04,0.06769060020963295
16,18.731571231481407,98.96003473112006,urban,2024-04-04,0.06768184155224725
17,18.84213017229777,98.97559378002752,urban,2024-04-04,0.07083082034259244
18,18.82512516247161,98.9755937800094,urban,2024-04-04,0.07083082290612117
19,18.808118649028923,98.97559378000697,urban,2024-04-04,0.07083082204135498
20,18.791111130814,98.97559377086888,urban,2024-04-04,0.07083082199097827
21,18.774102133565243,98.97559378912425,urban,2024-04-04,0.07038803684215181
22,18.75709067921216,98.97559378001435,urban,2024-04-04,0.06774028592023579
23,18.740078723392486,98.97559377995805,urban,2024-04-04,0.06768184155225455
24,18.723065253201693,98.97559377995931,urban,2024-04-04,0.06766904045445152
